Transaction_ID,Payment,Order_Date,Payment_Method
POS00685,820,01-11-2025,Cash
POS00686,1884,08-04-2024,Cash
POS00687,1583,22-01-2024,Credit Card
POS00688,2012,11-04-2025,Alipay
POS00689,1270,02-05-2024,Credit Card
POS00690,398,19-10-2024,Credit Card
POS00691,2922,13-04-2024,Credit Card
POS00692,582,01-07-2024,Cash
POS00693,67,13-07-2024,Alipay
POS00694,629,23-10-2024,Alipay
POS00695,1780,25-03-2025,WeChat Pay
POS00696,1992,21-03-2025,Alipay
POS00697,700,10-03-2025,Alipay
POS00698,778,10-08-2024,WeChat Pay
POS00699,2663,18-04-2024,Alipay
POS00700,2965,11-06-2025,Cash
POS00701,231,01-07-2024,Credit Card
POS00702,2392,06-12-2025,Alipay
POS00703,1962,31-10-2025,Cash
POS00704,2413,03-04-2025,Cash
POS00705,2070,05-09-2024,Credit Card
POS00706,2863,29-03-2025,WeChat Pay
POS00707,2918,20-06-2025,WeChat Pay
POS00708,1883,27-12-2025,WeChat Pay
POS00709,2985,15-05-2025,Credit Card
POS00710,46,05-05-2024,WeChat Pay
POS00711,2137,07-05-2024,Cash
POS00712,1791,02-12-2025,Alipay
POS00713,2600,05-02-2025,Cash
POS00714,2837,02-06-2024,Cash
POS00715,825,08-08-2024,WeChat Pay
POS00716,2683,26-08-2024,Cash
POS00717,1356,04-06-2025,Cash
POS00718,2186,12-06-2024,Alipay
POS00719,28,01-10-2025,Cash
POS00720,2758,16-09-2025,Credit Card
POS00721,482,28-07-2024,WeChat Pay
POS00722,1834,15-11-2024,WeChat Pay
POS00723,929,22-09-2024,Cash
POS00724,2874,01-12-2024,Credit Card
POS00725,2687,04-05-2024,Cash
POS00726,2974,20-08-2025,Cash
POS00727,2599,16-03-2025,Credit Card
POS00728,1152,04-08-2025,Alipay
POS00729,2165,22-12-2024,Cash
POS00730,123,26-10-2024,WeChat Pay
POS00731,1204,04-05-2024,Alipay
POS00732,248,03-12-2025,Cash
POS00733,1724,30-01-2024,Alipay
POS00734,1672,24-12-2025,Cash
POS00735,1692,16-07-2025,Alipay
POS00736,2139,23-06-2025,Alipay
POS00737,270,22-04-2025,Cash
POS00738,2861,07-11-2024,Alipay
POS00739,1342,30-06-2025,WeChat Pay
POS00740,1479,06-11-2025,Cash
POS00741,75,22-10-2025,WeChat Pay
POS00742,2179,24-04-2025,Credit Card
POS00743,1742,30-01-2024,WeChat Pay
POS00744,962,12-02-2025,Credit Card
POS00745,1443,08-02-2024,WeChat Pay
POS00746,1604,17-06-2025,WeChat Pay
POS00747,1063,10-04-2024,Credit Card
POS00748,1800,19-07-2025,Cash
POS00749,644,04-01-2025,Cash
POS00750,2661,25-01-2025,Credit Card
POS00751,1134,17-05-2025,Cash
POS00752,1011,30-12-2025,Alipay
POS00753,1214,08-12-2024,Cash
POS00754,1840,26-07-2025,Cash
POS00755,1163,12-02-2024,Cash
POS00756,548,20-10-2025,WeChat Pay
POS00757,262,04-07-2025,WeChat Pay
POS00758,620,29-01-2024,Alipay
POS00759,459,26-08-2024,WeChat Pay
POS00760,2412,04-09-2025,Alipay
POS00761,2241,07-08-2025,WeChat Pay
POS00762,785,20-11-2024,WeChat Pay
POS00763,1517,19-09-2025,Credit Card
POS00764,2394,15-11-2025,Cash
POS00765,2842,25-01-2025,Alipay
POS00766,2635,03-08-2025,Credit Card
POS00767,67,22-03-2025,Credit Card
POS00768,1768,21-08-2024,Cash
POS00769,2098,28-09-2025,Alipay
POS00770,2272,24-03-2025,Alipay
POS00771,559,02-10-2024,Credit Card
POS00772,1951,02-11-2024,Cash
POS00773,2330,30-09-2025,Cash
POS00774,610,22-01-2024,Credit Card
POS00775,2618,02-01-2024,WeChat Pay
POS00776,1459,16-02-2024,Credit Card
POS00777,2258,30-10-2025,Credit Card
POS00778,2748,15-05-2025,Credit Card
POS00779,1499,12-02-2025,Alipay
POS00780,377,11-09-2024,WeChat Pay
POS00781,1766,11-05-2025,Alipay
POS00782,1510,13-09-2024,Credit Card
POS00783,667,21-12-2024,Alipay
POS00784,1897,03-03-2024,Alipay
POS00785,2630,06-04-2025,Cash
POS00786,1327,15-02-2024,Alipay
POS00787,931,19-10-2024,WeChat Pay
POS00788,1280,12-03-2024,Cash
POS00789,1299,11-02-2024,WeChat Pay
POS00790,1931,27-02-2024,WeChat Pay
POS00791,2920,23-02-2024,WeChat Pay
POS00792,2132,17-01-2024,WeChat Pay
POS00793,1694,26-05-2025,WeChat Pay
POS00794,1920,10-11-2025,Credit Card
POS00795,623,09-10-2025,WeChat Pay
POS00796,2900,05-10-2025,WeChat Pay
POS00797,1106,08-01-2024,Credit Card
POS00798,630,27-09-2024,Credit Card
POS00799,1140,12-01-2025,Credit Card
POS00800,431,30-03-2024,Alipay
POS00801,1871,11-12-2024,Credit Card
POS00802,2021,18-10-2024,WeChat Pay
POS00803,222,30-10-2025,WeChat Pay
POS00804,2869,14-04-2024,Credit Card
POS00805,258,29-11-2025,Alipay
POS00806,1812,13-12-2025,Alipay
POS00807,59,21-10-2025,WeChat Pay
POS00808,647,07-03-2025,Alipay
POS00809,1915,28-01-2024,Cash
POS00810,2040,18-11-2024,Credit Card
POS00811,665,30-01-2024,WeChat Pay
POS00812,1989,18-04-2025,Alipay
POS00813,2971,09-03-2025,Credit Card
POS00814,77,22-04-2025,Credit Card
POS00815,381,04-01-2024,Alipay
POS00816,220,29-04-2025,WeChat Pay
POS00817,641,17-04-2024,Alipay
POS00818,1351,28-02-2025,Alipay
POS00819,500,03-11-2024,Credit Card
POS00820,1767,05-11-2024,Alipay
POS00821,2667,08-01-2025,Alipay
POS00822,1886,27-10-2025,Credit Card
POS00823,2981,20-04-2024,WeChat Pay
POS00824,1799,29-11-2025,Alipay
POS00825,2280,16-05-2025,Credit Card
POS00826,856,28-11-2024,Credit Card
POS00827,1454,16-05-2024,Cash
POS00828,1947,30-11-2024,Cash
POS00829,2071,23-04-2025,Cash
POS00830,2633,31-10-2025,Alipay
POS00831,2228,14-06-2025,Cash
POS00832,126,22-07-2025,WeChat Pay
POS00833,482,30-05-2025,Credit Card
POS00834,2087,17-07-2024,Alipay
POS00835,1472,15-06-2025,Credit Card
POS00836,1605,06-03-2025,Cash
POS00837,2497,08-05-2024,Alipay
POS00838,2093,17-10-2024,Cash
POS00839,2180,12-04-2024,Credit Card
POS00840,1077,20-02-2025,Cash
POS00841,2260,09-01-2024,Credit Card
POS00842,1020,21-04-2024,Alipay
POS00843,2144,07-09-2024,WeChat Pay
POS00844,1987,21-06-2025,Credit Card
POS00845,2635,10-12-2025,Credit Card
POS00846,1789,22-09-2025,WeChat Pay
POS00847,2107,05-09-2024,Alipay
POS00848,1783,08-02-2025,WeChat Pay
POS00849,2948,13-11-2024,WeChat Pay
POS00850,545,14-01-2024,Cash
POS00851,330,12-11-2024,Cash
POS00852,537,03-09-2025,Credit Card
POS00853,2501,16-04-2025,Alipay
POS00854,2014,28-06-2024,Credit Card
POS00855,1002,02-03-2025,Cash
POS00856,537,20-06-2024,Alipay
POS00857,709,10-12-2025,WeChat Pay
POS00858,2260,05-06-2025,WeChat Pay
POS00859,2238,21-05-2025,Cash
POS00860,2801,07-04-2025,Credit Card
POS00861,2591,08-10-2025,Alipay
POS00862,2778,01-01-2024,Alipay
POS00863,163,25-11-2025,Cash
POS00864,1608,25-06-2025,Credit Card
POS00865,1249,10-01-2024,Cash
POS00866,891,11-06-2025,WeChat Pay
POS00867,1415,06-09-2025,Credit Card
POS00868,2447,03-02-2024,Cash
POS00869,656,14-04-2025,WeChat Pay
POS00870,1153,23-08-2025,WeChat Pay
POS00871,1530,02-12-2025,Credit Card
POS00872,1326,01-03-2025,WeChat Pay
POS00873,2461,03-09-2025,Alipay
POS00874,988,16-05-2024,WeChat Pay
POS00875,2515,22-01-2025,Alipay
POS00876,1525,13-10-2025,Cash
POS00877,2933,30-11-2025,Cash
POS00878,898,20-02-2024,Cash
POS00879,1894,21-07-2025,WeChat Pay
POS00880,2216,04-06-2024,Cash
POS00881,1418,26-12-2025,Credit Card
POS00882,2421,12-08-2024,Alipay
POS00883,1227,02-08-2024,Credit Card
POS00884,848,06-04-2025,Credit Card
POS00885,2312,28-12-2025,Credit Card
POS00886,2014,06-07-2024,Alipay
POS00887,1287,26-03-2024,Cash
POS00888,1648,17-04-2024,Cash
POS00889,973,27-04-2024,Cash
POS00890,2700,04-10-2025,WeChat Pay
POS00891,1418,19-07-2025,WeChat Pay
POS00892,2064,17-06-2025,Credit Card
POS00893,1338,04-03-2025,Alipay
POS00894,1142,29-12-2025,Credit Card
POS00895,993,27-02-2025,Credit Card
POS00896,2363,06-06-2025,Credit Card
POS00897,62,28-01-2024,Cash
POS00898,1436,16-11-2025,Cash
POS00899,1835,25-08-2024,WeChat Pay
POS00900,936,23-02-2024,Credit Card
POS00901,1498,24-04-2024,Cash
POS00902,576,16-08-2025,Cash
POS00903,1329,11-03-2025,Alipay
POS00904,2668,10-08-2025,Cash
POS00905,1948,04-07-2025,WeChat Pay
POS00906,2837,29-01-2024,Credit Card
POS00907,534,06-07-2025,Alipay
POS00908,2968,25-04-2025,Alipay
POS00909,1458,09-02-2025,WeChat Pay
POS00910,941,04-06-2024,Alipay
POS00911,1197,10-07-2024,Credit Card
POS00912,2921,19-07-2025,WeChat Pay
POS00913,1241,29-11-2024,Cash
POS00914,1139,02-08-2025,Credit Card
POS00915,1967,04-09-2025,Alipay
POS00916,845,04-11-2025,Cash
POS00917,1239,30-09-2024,Alipay
POS00918,2214,26-02-2025,WeChat Pay
POS00919,416,27-02-2024,Cash
POS00920,179,25-04-2025,WeChat Pay
POS00921,2871,22-11-2024,Credit Card
POS00922,2468,13-11-2024,WeChat Pay
POS00923,34,02-05-2024,WeChat Pay
POS00924,2822,13-07-2025,WeChat Pay
POS00925,2341,06-09-2025,Cash
POS00926,1179,28-01-2025,WeChat Pay
POS00927,1172,01-02-2024,Cash
POS00928,1841,06-02-2025,WeChat Pay
POS00929,2223,18-03-2024,WeChat Pay
POS00930,2227,22-07-2024,Cash
POS00931,2209,19-10-2025,Cash
POS00932,1450,10-01-2025,Alipay
POS00933,578,21-11-2024,WeChat Pay
POS00934,164,24-12-2024,Credit Card
POS00935,2713,08-09-2025,Credit Card
POS00936,40,28-02-2024,Cash
POS00937,2560,16-07-2024,Credit Card
POS00938,2386,30-07-2024,Alipay
POS00939,750,12-11-2025,WeChat Pay
POS00940,451,26-08-2024,Credit Card
POS00941,2338,08-08-2024,Alipay
POS00942,322,24-06-2025,Alipay
POS00943,1638,22-12-2024,Cash
POS00944,812,01-03-2025,WeChat Pay
POS00945,1907,13-08-2025,WeChat Pay
POS00946,2894,13-05-2024,WeChat Pay
POS00947,2160,09-11-2025,WeChat Pay
POS00948,1925,19-09-2024,Alipay
POS00949,910,20-12-2024,WeChat Pay
POS00950,224,24-01-2024,Alipay
POS00951,1238,25-12-2025,WeChat Pay
POS00952,2776,12-05-2025,Credit Card
POS00953,351,27-10-2025,Alipay
POS00954,147,19-04-2024,Cash
POS00955,1162,12-03-2025,Cash
POS00956,951,18-01-2024,WeChat Pay
POS00957,2407,04-02-2024,Cash
POS00958,1274,14-03-2024,Credit Card
POS00959,2999,08-02-2024,Cash
POS00960,601,22-06-2025,Alipay
POS00961,1721,01-02-2024,Credit Card
POS00962,2919,19-02-2025,Alipay
POS00963,829,08-03-2025,WeChat Pay
POS00964,486,04-07-2025,Credit Card
POS00965,2133,11-07-2024,Alipay
POS00966,654,21-09-2024,Alipay
POS00967,153,29-01-2024,Credit Card
POS00968,333,03-04-2025,Credit Card
POS00969,1088,02-05-2024,Alipay
POS00970,629,09-11-2024,Alipay
POS00971,2467,01-06-2025,Credit Card
POS00972,2054,13-02-2024,WeChat Pay
POS00973,132,05-08-2024,WeChat Pay
POS00974,128,21-05-2025,Credit Card
POS00975,553,24-01-2024,Alipay
POS00976,492,31-08-2025,WeChat Pay
POS00977,1430,06-03-2024,Cash
POS00978,2757,23-03-2024,Cash
POS00979,1227,10-07-2024,Cash
POS00980,1260,22-06-2024,Alipay
POS00981,1251,22-04-2024,Credit Card
POS00982,1774,28-07-2025,Cash
POS00983,909,17-11-2025,Credit Card
POS00984,2971,04-06-2025,Credit Card
POS00985,2690,26-10-2024,Cash
POS00986,1563,18-06-2024,Cash
POS00987,484,24-10-2024,Cash
POS00988,922,28-03-2025,WeChat Pay
POS00989,869,17-06-2024,Credit Card
POS00990,1397,25-03-2025,WeChat Pay
POS00991,1888,19-02-2024,Cash
POS00992,2340,14-04-2024,WeChat Pay
POS00993,643,27-09-2024,WeChat Pay
POS00994,569,17-07-2024,Alipay
POS00995,401,21-02-2024,Credit Card
POS00996,519,28-05-2024,Credit Card
POS00997,1246,20-08-2024,Alipay
POS00998,2715,05-06-2025,WeChat Pay
POS00999,2801,22-01-2024,Alipay
POS01000,1352,02-03-2024,Cash
POS01001,2930,12-02-2024,WeChat Pay
POS01002,2201,10-11-2025,Cash
POS01003,1240,27-03-2025,WeChat Pay
POS01004,2552,04-10-2024,Cash
POS01005,2303,08-08-2024,WeChat Pay
POS01006,2145,05-02-2024,Cash
POS01007,1704,10-08-2025,Credit Card
POS01008,2155,19-07-2025,Cash
POS01009,1592,31-01-2025,Credit Card
POS01010,2900,24-04-2025,Credit Card
POS01011,327,23-05-2024,Alipay
POS01012,2648,12-06-2025,WeChat Pay
POS01013,1598,25-07-2024,WeChat Pay
POS01014,740,01-06-2025,Cash
POS01015,2831,29-04-2025,Alipay
POS01016,1670,15-07-2025,Alipay
POS01017,344,09-02-2025,Cash
POS01018,1350,08-05-2024,Credit Card
POS01019,29,08-12-2024,Credit Card
POS01020,1461,26-09-2024,Alipay
POS01021,2125,09-02-2024,Credit Card
POS01022,521,13-10-2025,Alipay
POS01023,362,08-05-2024,Credit Card
POS01024,1215,13-09-2025,Cash
POS01025,2363,16-06-2024,Cash
POS01026,2166,04-05-2024,Credit Card
POS01027,2758,18-10-2024,Alipay
POS01028,64,23-08-2024,Credit Card
POS01029,311,07-06-2025,Cash
POS01030,2265,17-03-2025,Credit Card
POS01031,2497,30-08-2025,Credit Card
POS01032,1302,10-02-2025,Alipay
POS01033,2463,18-08-2025,WeChat Pay
POS01034,1854,10-10-2025,Alipay
POS01035,737,10-01-2025,Alipay
POS01036,2946,25-03-2025,Credit Card
POS01037,689,07-09-2025,WeChat Pay
POS01038,1845,02-08-2024,Alipay
POS01039,2795,17-10-2025,Alipay
POS01040,734,13-12-2024,Alipay
POS01041,1466,11-12-2025,Cash
POS01042,1350,13-12-2024,Alipay
POS01043,101,08-03-2025,Cash
POS01044,2155,16-09-2024,Credit Card
POS01045,2536,02-07-2025,Cash
POS01046,2479,09-05-2025,Credit Card
POS01047,1365,22-08-2024,Alipay
POS01048,1383,09-06-2024,WeChat Pay
POS01049,2533,19-04-2024,WeChat Pay
POS01050,593,28-02-2025,Cash
POS01051,925,30-06-2025,WeChat Pay
POS01052,2183,21-09-2024,Credit Card
POS01053,990,17-07-2025,WeChat Pay
POS01054,2742,21-10-2024,Cash
POS01055,270,02-05-2025,WeChat Pay
POS01056,2388,28-12-2024,WeChat Pay
POS01057,2468,02-10-2024,Alipay
POS01058,2312,22-09-2025,Alipay
POS01059,1254,26-06-2025,WeChat Pay
POS01060,1720,02-03-2025,Cash
POS01061,1293,15-07-2024,Cash
POS01062,1502,21-01-2024,Credit Card
POS01063,585,29-02-2024,Cash
POS01064,2634,28-02-2024,WeChat Pay
POS01065,2707,26-05-2024,Credit Card
POS01066,2389,20-03-2025,Credit Card
POS01067,1417,23-02-2024,Alipay
POS01068,1469,21-04-2025,Alipay
POS01069,1859,07-12-2025,Alipay
POS01070,2258,02-02-2024,WeChat Pay
POS01071,166,02-07-2024,Alipay
POS01072,1310,08-10-2025,WeChat Pay
POS01073,2575,09-01-2025,Credit Card
POS01074,2668,15-01-2024,WeChat Pay
POS01075,1448,30-10-2025,Alipay
POS01076,2245,09-10-2024,Credit Card
POS01077,2472,29-11-2025,Credit Card
POS01078,1445,04-07-2025,Cash
POS01079,2530,05-05-2024,Credit Card
POS01080,2534,30-05-2024,Alipay
POS01081,484,12-01-2025,Credit Card
POS01082,1116,04-09-2024,Alipay
POS01083,1904,04-04-2024,Alipay
POS01084,2214,17-04-2024,WeChat Pay
POS01085,1176,31-08-2024,Credit Card
POS01086,2525,28-07-2025,Credit Card
POS01087,117,14-10-2024,WeChat Pay
POS01088,2957,31-03-2025,WeChat Pay
POS01089,768,06-05-2024,Credit Card
POS01090,1713,11-12-2024,Credit Card
POS01091,1083,04-08-2024,Cash
POS01092,2387,13-10-2024,Alipay
POS01093,2795,20-06-2024,Alipay
POS01094,842,31-10-2025,Cash
POS01095,860,10-07-2025,Alipay
POS01096,1899,15-06-2025,Cash
POS01097,375,28-08-2025,WeChat Pay
POS01098,434,19-11-2025,Alipay
POS01099,631,15-11-2025,Credit Card
POS01100,564,25-03-2025,WeChat Pay
POS01101,245,28-08-2024,WeChat Pay
POS01102,392,22-09-2025,Alipay
POS01103,265,29-10-2024,Credit Card
POS01104,2191,28-07-2024,WeChat Pay
POS01105,271,04-01-2024,Alipay
POS01106,161,24-07-2025,Cash
POS01107,746,01-05-2024,Credit Card
POS01108,1287,18-10-2024,WeChat Pay
POS01109,2514,20-02-2024,Cash
POS01110,2176,30-04-2024,Alipay
POS01111,334,10-05-2025,Credit Card
POS01112,2031,01-09-2025,Alipay
POS01113,2704,28-01-2025,Alipay
POS01114,1845,17-12-2025,Credit Card
POS01115,1913,07-02-2024,Credit Card
POS01116,1278,08-03-2024,Alipay
POS01117,677,26-02-2025,Alipay
POS01118,344,17-01-2025,Credit Card
POS01119,2125,21-07-2025,WeChat Pay
POS01120,1639,21-08-2024,Cash
POS01121,2664,27-01-2024,Cash
POS01122,1215,16-02-2024,Alipay
POS01123,661,26-09-2024,Credit Card
POS01124,1584,21-04-2024,Alipay
POS01125,40,18-01-2025,Credit Card
POS01126,358,01-08-2024,Credit Card
POS01127,1962,18-03-2024,Cash
POS01128,1351,07-07-2025,WeChat Pay
POS01129,1526,15-11-2025,WeChat Pay
POS01130,1424,23-09-2024,WeChat Pay
POS01131,1566,12-03-2024,Alipay
POS01132,1815,02-09-2025,WeChat Pay
POS01133,1017,17-01-2024,Cash
POS01134,1508,02-12-2024,WeChat Pay
POS01135,625,04-05-2024,Cash
POS01136,2268,13-11-2025,Alipay
POS01137,1932,13-08-2025,Cash
POS01138,1775,12-12-2024,Alipay
POS01139,1817,07-05-2025,WeChat Pay
POS01140,1643,01-02-2025,Alipay
POS01141,933,28-10-2024,Credit Card
POS01142,2092,09-09-2024,Credit Card
POS01143,1393,24-09-2024,WeChat Pay
POS01144,2940,14-08-2024,Cash
POS01145,771,03-07-2025,Credit Card
POS01146,1936,05-04-2025,Cash
POS01147,2033,14-06-2025,WeChat Pay
POS01148,1650,01-10-2024,Credit Card
POS01149,685,25-10-2024,Alipay
POS01150,2852,17-11-2024,WeChat Pay
POS01151,722,03-12-2025,Credit Card
POS01152,399,01-03-2025,WeChat Pay
POS01153,202,12-06-2024,WeChat Pay
POS01154,2315,10-02-2024,WeChat Pay
POS01155,2507,03-04-2024,WeChat Pay
POS01156,1292,17-02-2024,Cash
POS01157,1624,19-03-2025,WeChat Pay
POS01158,152,22-03-2025,Credit Card
POS01159,2928,19-04-2025,WeChat Pay
POS01160,487,31-03-2024,Alipay
POS01161,293,11-03-2024,Cash
POS01162,2516,16-08-2025,Cash
POS01163,221,31-03-2024,Credit Card
POS01164,2569,17-07-2025,WeChat Pay
POS01165,1958,25-05-2024,Cash
POS01166,2131,18-01-2024,Alipay
POS01167,1990,05-07-2025,Cash
POS01168,88,08-11-2024,Credit Card
POS01169,2537,11-02-2024,WeChat Pay
POS01170,2271,23-05-2024,Alipay
POS01171,2719,19-03-2025,Cash
POS01172,1842,14-02-2024,WeChat Pay
POS01173,1554,25-05-2024,Alipay
POS01174,2832,16-09-2024,Cash
POS01175,2408,04-03-2025,WeChat Pay
POS01176,999,16-02-2025,WeChat Pay
POS01177,90,30-05-2025,Alipay
POS01178,1779,25-04-2025,Cash
POS01179,145,19-09-2025,Alipay
POS01180,250,19-12-2024,WeChat Pay
POS01181,1329,01-08-2024,Cash
POS01182,2097,11-03-2024,Alipay
POS01183,1172,02-02-2024,Cash
POS01184,1025,26-11-2024,Credit Card
POS01185,2162,15-10-2024,Alipay
POS01186,2884,27-04-2025,Alipay
POS01187,1264,01-07-2025,WeChat Pay
POS01188,758,12-02-2025,Credit Card
POS01189,544,22-07-2025,Cash
POS01190,2797,26-02-2025,Alipay
POS01191,1877,26-11-2024,Alipay
POS01192,962,15-02-2025,WeChat Pay
POS01193,1807,12-01-2024,Cash
POS01194,362,15-11-2025,WeChat Pay
POS01195,2027,26-10-2024,Credit Card
POS01196,1782,09-09-2025,Credit Card
POS01197,1029,21-08-2024,Cash
POS01198,2062,04-07-2024,WeChat Pay
POS01199,224,20-01-2024,Alipay
POS01200,1712,21-09-2024,WeChat Pay
POS01201,128,12-12-2024,Alipay
POS01202,216,30-08-2025,WeChat Pay
POS01203,2284,07-11-2024,Credit Card
POS01204,2677,19-03-2024,Cash
POS01205,1872,08-11-2025,WeChat Pay
POS01206,2070,04-11-2025,Cash
POS01207,2374,03-01-2025,WeChat Pay
POS01208,2993,18-05-2024,Alipay
POS01209,2448,05-08-2025,Alipay
POS01210,1196,16-12-2025,Cash
POS01211,2997,09-09-2024,Alipay
POS01212,743,01-08-2025,Alipay
POS01213,513,23-01-2025,Credit Card
POS01214,345,23-05-2024,Cash
POS01215,2996,19-01-2025,WeChat Pay
POS01216,2025,20-05-2025,Alipay
POS01217,1009,30-03-2025,WeChat Pay
POS01218,1913,17-10-2024,Credit Card
POS01219,679,18-10-2024,Alipay
POS01220,825,17-03-2025,Cash
POS01221,2065,24-12-2024,Cash
POS01222,65,23-02-2025,Alipay
POS01223,1599,03-10-2024,Credit Card
POS01224,718,26-04-2025,WeChat Pay
POS01225,1954,16-12-2025,Cash
POS01226,2390,17-05-2025,Credit Card
POS01227,1357,23-03-2024,Credit Card
POS01228,232,24-06-2024,Cash
POS01229,450,13-04-2025,Alipay
POS01230,2875,25-03-2025,Alipay
POS01231,2706,30-03-2025,Cash
POS01232,1638,18-12-2024,Cash
POS01233,641,22-07-2024,Credit Card
POS01234,637,22-04-2025,WeChat Pay
POS01235,2509,20-09-2025,Alipay
POS01236,1446,03-02-2025,Cash
POS01237,2892,11-06-2024,Alipay
POS01238,395,13-01-2025,Cash
POS01239,125,21-10-2024,WeChat Pay
POS01240,2567,07-08-2024,Cash
POS01241,2243,26-06-2025,Alipay
POS01242,1513,05-02-2024,WeChat Pay
POS01243,2363,09-03-2024,Alipay
POS01244,1734,05-10-2025,Alipay
POS01245,2258,01-02-2024,Credit Card
POS01246,170,29-10-2025,Credit Card
POS01247,947,17-02-2024,Credit Card
POS01248,2025,03-03-2025,WeChat Pay
POS01249,1656,12-03-2024,Credit Card
POS01250,1546,29-03-2024,Alipay
POS01251,560,10-04-2025,Alipay
POS01252,497,06-12-2024,Cash
POS01253,781,13-08-2024,WeChat Pay
POS01254,2134,22-08-2025,Cash
POS01255,2472,25-09-2024,Alipay
POS01256,1197,10-06-2024,Credit Card
POS01257,392,01-05-2024,Alipay
POS01258,510,24-06-2024,Cash
POS01259,1565,24-03-2024,Credit Card
POS01260,1453,08-02-2025,WeChat Pay
POS01261,1596,12-04-2025,Credit Card
POS01262,2108,04-07-2024,Cash
POS01263,997,21-06-2025,WeChat Pay
POS01264,2703,23-08-2025,Alipay
POS01265,2209,26-05-2024,Credit Card
POS01266,206,06-08-2024,Alipay
POS01267,1042,07-04-2024,WeChat Pay
POS01268,1620,31-10-2025,Credit Card
POS01269,1179,13-08-2024,Alipay
POS01270,522,03-01-2025,Cash
POS01271,304,12-06-2024,Alipay
POS01272,1067,23-09-2025,WeChat Pay
POS01273,213,12-02-2025,WeChat Pay
POS01274,746,31-07-2025,Cash
POS01275,615,31-10-2024,Credit Card
POS01276,577,24-11-2024,Credit Card
POS01277,980,26-09-2024,WeChat Pay
POS01278,263,08-10-2025,Credit Card
POS01279,1566,25-06-2025,Alipay
POS01280,2174,13-08-2025,WeChat Pay
POS01281,1695,10-05-2024,Cash
POS01282,2161,17-08-2025,WeChat Pay
POS01283,366,30-03-2025,Alipay
POS01284,1689,22-07-2024,Cash
POS01285,2039,19-02-2025,WeChat Pay
POS01286,1528,05-07-2025,Alipay
POS01287,1208,28-06-2025,Alipay
POS01288,1896,22-09-2025,WeChat Pay
POS01289,166,11-04-2024,WeChat Pay
POS01290,560,23-06-2025,Credit Card
POS01291,1096,17-01-2024,Cash
POS01292,97,21-09-2024,Credit Card
POS01293,981,01-04-2025,WeChat Pay
POS01294,2293,06-06-2024,Credit Card
POS01295,1951,17-04-2025,Credit Card
POS01296,2830,10-05-2025,Alipay
POS01297,1367,08-02-2025,WeChat Pay
POS01298,2737,18-03-2024,Cash
POS01299,825,04-12-2024,Credit Card
POS01300,176,16-02-2025,Cash
POS01301,1783,13-05-2025,Credit Card
POS01302,2162,25-07-2025,Credit Card
POS01303,481,23-08-2025,WeChat Pay
POS01304,1959,19-12-2024,WeChat Pay
POS01305,810,18-10-2025,Alipay
POS01306,162,18-11-2025,Alipay
POS01307,1156,22-03-2025,Cash
POS01308,1034,28-09-2025,WeChat Pay
POS01309,981,30-03-2025,WeChat Pay
POS01310,1614,06-07-2025,Alipay
POS01311,2338,06-08-2025,Alipay
POS01312,1554,07-03-2024,Cash
POS01313,810,12-08-2024,Cash
POS01314,1138,11-08-2024,Cash
POS01315,2782,09-10-2025,Alipay
POS01316,2177,20-07-2025,Alipay
POS01317,819,22-08-2025,Alipay
POS01318,2604,05-02-2025,Credit Card
POS01319,720,11-06-2025,Alipay
POS01320,2657,26-02-2025,Cash
POS01321,2407,21-12-2025,Cash
POS01322,471,02-06-2024,WeChat Pay
POS01323,1881,19-02-2025,Cash
POS01324,737,07-06-2025,Credit Card
POS01325,2905,14-11-2025,Cash
POS01326,2562,10-12-2024,Alipay
POS01327,710,28-09-2024,Cash
POS01328,1231,10-03-2025,Credit Card
POS01329,2753,13-01-2024,Cash
POS01330,997,23-05-2025,Credit Card
POS01331,105,29-09-2024,WeChat Pay
POS01332,375,03-11-2025,WeChat Pay
POS01333,358,17-07-2025,WeChat Pay
POS01334,178,17-04-2024,WeChat Pay
POS01335,208,14-02-2024,Cash
POS01336,2887,18-09-2025,Credit Card
POS01337,1568,20-04-2024,Cash
POS01338,1845,01-07-2024,Credit Card
POS01339,491,17-10-2025,Cash
POS01340,218,01-09-2025,Credit Card
POS01341,1449,30-09-2025,Credit Card
POS01342,1840,06-06-2025,Alipay
POS01343,607,22-11-2024,WeChat Pay
POS01344,1282,19-09-2024,Alipay
POS01345,303,26-01-2025,Cash
POS01346,66,10-11-2025,WeChat Pay
POS01347,57,24-12-2024,WeChat Pay
